;desDocumentoFornecedor;desAgrupamento;numberOfTransactions;committedValue;averageReceived
21;15.984.883/0001-99;15.984.883/0001-99 - ELETRICA RADIANTE MAT ELETRICOS LTDA;7;1102743.65;157534.80714285714
22;17.282.963/0001-28;17.282.963/0001-28 - REAUTO REPRESENTACAO DE AUTOMOVEIS LTDA;2;88345.0;44172.5
23;18.209.965/0001-54;18.209.965/0001-54 - BAMAQ SA BANDEIRANTES MAQUINAS E EQUIPAMENTOS;4;1750000.0;437500.0
24;18.543.481/0001-47;18.543.481/0001-47 - INPRINT TECNOLOGIA E LOCACAO DE EQUIPAMENTOS DE INFORMATICA;1;128235.03;128235.03
25;18.707.422/0001-67;18.707.422/0001-67 - MARKA VEICULOS E PECAS S/A;1;152604.61;152604.61
26;19.589.446/0001-21;19.589.446/0001-21 - IC CONSTRUCOES LTDA;2;245000.0;122500.0
27;19.810.139/0001-29;19.810.139/0001-29 - FIND SOLUCOES CORPORATIVAS LTDA;1;159490.0;159490.0
28;20.495.149/0001-04;20.495.149/0001-04 - PRODOESTE VEICULOS E SERVICOS LTDA.;1;1032000.0;1032000.0
29;21.060.687/0001-20;21.060.687/0001-20 - BLZ ENGENHARIA E CONSTRUCAO S/A;6;2208860.5;368143.4166666667
30;21.681.325/0001-57;21.681.325/0001-57 - MULTIFARMA COMERCIO E REPRESENTACOES LTDA.;1;1316.8;1316.8
31;24.096.709/0001-09;24.096.709/0001-09 - CR MONTEIRO PINTO APARELHOS AUDITIVOS LTDA;1;23000.0;23000.0
32;24.380.578/0020-41;24.380.578/0020-41 - WHITE MARTINS GASES INDUSTRIAIS DO NORDESTE LTDA;3;139807.5;46602.5
33;24.501.724/0001-87;24.501.724/0001-87 - MAC COPIADORA E COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA;1;1550.0;1550.0
34;24.687.735/0001-01;24.687.735/0001-01 - ZENITE COMERCIAL LTDA;2;2621.59;1310.795
35;25.031.668/0001-27;25.031.668/0001-27 - SAMEH - SOLUCOES HOSPITALARES LTDA;2;19450.3;9725.15
36;26.401.571/0001-21;26.401.571/0001-21 - TRES PHARMA DISTRIBUIDORA E SERVICOS LTDA;1;4820.36;4820.36
37;27.276.516/0001-10;27.276.516/0001-10 - SINUSAL TELEMEDICINA E TELECONSULTORIA LTDA;1;3561.6;3561.6
38;27.343.602/0001-06;27.343.602/0001-06 - JLM DISTRIBUIDORA LTDA;83;492896.56;5938.512771084337
39;27.469.763/0001-32;27.469.763/0001-32 - PLANARES CONSTRUTORA LTDA.;2;2000000.0;1000000.0
40;27.845.560/0001-01;27.845.560/0001-01 - JOAO BRAULIO COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA;1;11972.0;11972.0
41;28.104.324/0001-99;28.104.324/0001-99 - GOVERNA LOCACAO DE EQUIPAMENTOS LTDA;1;24000.0;24000.0
42;28.182.842/0001-20;28.182.842/0001-20 - SINERGIA CONSTRUCOES E SERVICOS LTDA;1;337029.42;337029.42
43;29.013.780/0001-96;29.013.780/0001-96 - VISA INDUSTRIA ATACADISTA LTDA;6;208836.65000000002;34806.10833333334
44;30.904.666/0001-35;30.904.666/0001-35 - IRMÃOS LEAL LTDA;4;3534918.92;883729.73
45;31.495.759/0001-16;31.495.759/0001-16 - SIRIO PHARMA EIRELI;3;1222.71;407.57
46;31.534.481/0001-49;31.534.481/0001-49 - DMX CONSTRUTORA LTDA;3;2440876.8;813625.6
47;31.564.854/0001-24;31.564.854/0001-24 - BARROS BITTENCOURT EMPREENDIMENTOS LTDA;7;3316052.56;473721.7942857143
48;33.441.004/0001-64;33.441.004/0001-64 - ULTRA VEICULOS ESPECIAIS LTDA;1;304800.0;304800.0
49;34.444.108/0001-95;34.444.108/0001-95 - PLG DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA;1;41000.0;41000.0
50;35.820.448/0039-09;35.820.448/0039-09 - WHITE MARTINS GASES INDUSTRIAIS LTDA;2;138685.0;69342.5
51;36.441.367/0001-98;36.441.367/0001-98 - BRASIL SISTEMAS DE IRRIGACAO LTDA;2;1119910.4000000001;559955.2000000001
52;36.519.422/0001-15;36.519.422/0001-15 - IVG BRASIL LTDA;4;847882.98;211970.745
53;37.115.386/0001-97;37.115.386/0001-97 - INOVATTO VEICULOS LTDA;5;1045100.0;209020.0
54;41.095.590/0001-60;41.095.590/0001-60 - T C DE CASTRO EMPREENDIMENTOS LTDA;3;832782.24;277594.08
55;41.647.573/0001-99;41.647.573/0001-99 - TWD MEDICAL SERVICOS LTDA;1;12488.4;12488.4
56;41.804.972/0001-16;41.804.972/0001-16 - ESTRELA INFRAESTRUTURA LTDA;21;3996866.3;190326.96666666665
57;42.546.927/0001-71;42.546.927/0001-71 - CONSTRUTORA ENG+ LTDA;1;379000.0;379000.0
58;42.799.163/0001-26;42.799.163/0001-26 - BH FARMA COMERCIO LTDA;2;2993.42;1496.71
59;47.050.417/0001-22;47.050.417/0001-22 - PRESTADORA DE SERVICOS DO PORTO LTDA;4;1877681.1;469420.275
60;51.490.594/0001-05;51.490.594/0001-05 - EFATA CONSTRUCOES LTDA;2;500896.99;250448.495
61;53.007.444/0001-15;53.007.444/0001-15 - CONSORCIO PFM - REURB;1;565190.27;565190.27
62;58.765.859/0001-71;58.765.859/0001-71 - RR JUNIOR ENGENHARIA LTDA;14;1026591.51;73327.965
63;60.665.981/0009-75;60.665.981/0009-75 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL;1;1105.8;1105.8
64;67.729.178/0002-20;67.729.178/0002-20 - COMERCIAL CIRURGICA RIOCLARENSE LTDA;2;10146.11;5073.055
65;73.856.593/0010-57;73.856.593/0010-57 - PRATI,DONADUZZI & CIA LTDA;1;712.5;712.5
66;81.706.251/0001-98;81.706.251/0001-98 - PROMEFARMA REPRESENTAÇÕES COMERCIAIS LTDA;2;10096.35;5048.175
